1.1536482500000003,0.45504675,0
1.15690825,1.4076917500000001,0
0.6203882500000001,0.9680817500000001,0
1.47486825,0.9605217500000001,0
2.1695907500000002,-0.011017000000000002,1
1.78859575,-7.820000000000014E-4,1
1.9253707500000001,0.169708,1
1.99113075,-0.10965699999999999,1
0.5899135000000002,-0.7001835000000001,2
1.1488335000000003,-1.4551785000000002,2
1.3134535,-0.7608835,2
0.5990085000000002,-1.3092835000000003,2
-1.3007795,-1.3001685,3
-0.8192995000000001,-0.5073335,3
-0.6226245,-1.1643885,3
-1.3464695,-0.7142085,3
-0.49209999999999987,0.9997337499999999,4
-1.3901599999999998,0.7700987499999998,4
-1.0676449999999997,1.36280875,4
-0.8393999999999999,0.5234887499999998,4
