0.6708371875000001,-0.6768934375,0
1.5354521875000002,-0.9859184375000001,0
0.9315521875000001,-1.3477584375,0
1.2256971875000002,-0.4965234375,0
2.1905428125,-0.002193437500000002,1
1.7498478125,-0.021103437500000002,1
1.9819228125,0.1564465625,1
1.9837778125,-0.13453343750000002,1
0.5882859375,0.7053871875,2
1.1490059375000001,1.4633321875,2
1.2997509375,0.7378721875,2
0.6026259375,1.2933471875,2
-0.49698968749999994,-0.9959515625,3
-1.4271546874999999,-1.2476015625,3
-1.1220246875000002,-0.6115265625,3
-0.8445946875,-1.4700815624999999,3
-0.54623375,0.9042109375,4
-1.40070375,1.2320209375,4
-1.1437287500000002,0.5933709375,4
-0.88482375,1.4066059375,4
